"x","y","GID","Labor_unskilled_Agriculture_3C"
-124.4583333,42.79166693,1,0
-124.4583333,42.87500026,2,0
-124.375,42.45833361,3,-0.000389490218367428
-124.375,42.95833359,4,-0.0138311991468072
-124.375,43.04166692,5,-0.0134539026767015
-124.375,43.12500025,6,-0.008475037291646
-124.375,43.20833358,7,-0.00349617167375982
-124.375,47.95833339,8,-0.0168614853173494
-124.2916667,40.54166702,9,-0.00387364928610623
-124.2916667,43.12500025,10,-0.008475037291646
-124.2916667,43.20833358,11,-0.00349617167375982
-124.2083334,40.54166702,12,-0.0101228859275579
-124.2083334,40.62500035,13,-0.00625097937881947
-124.2083334,42.04166696,14,-0.0179457403719425
-124.2083334,42.12500029,15,-0.0173453968018293
-124.2083334,43.12500025,16,-0.0136721823364496
-124.2083334,43.29166691,17,-0.00712456507608294
-124.2083334,43.45833357,18,-0.00478567555546761
-124.1250001,40.54166702,19,-0.0226213745772839
-124.1250001,40.87500034,20,-0.000823326292447746
-124.1250001,42.12500029,21,-0.0419759452342987
-124.1250001,42.20833362,22,-0.0460698008537292
-124.1250001,42.95833359,23,-0.0271215662360191
-124.1250001,43.04166692,24,-0.0260345581918955
-124.1250001,43.12500025,25,-0.0240664854645729
-124.1250001,43.20833358,26,-0.0220984127372503
-124.1250001,43.29166691,27,-0.019557386636734
-124.1250001,43.37500024,28,-0.0164434146136045
-124.1250001,43.45833357,29,-0.0133294416591525
-124.0416668,40.54166702,30,-0.0351198650896549
-124.0416668,43.12500025,31,-0.034460786730051
-124.0416668,43.20833358,32,-0.0344999097287655
-124.0416668,43.37500024,33,-0.026931706815958
-123.9583335,40.37500036,34,-0.0645944178104401
-123.9583335,40.45833369,35,-0.0591674894094467
-123.9583335,43.79166689,36,-0.0245377644896507
-123.9583335,44.70833352,37,-0.00689073791727424
-123.9583335,44.79166685,38,-0.00684759067371488
-123.9583335,44.87500018,39,-0.00688914069905877
-123.9583335,47.20833342,40,-0.0405508764088154
-123.8750002,40.37500036,41,-0.0826142579317093
-123.8750002,43.12500025,42,-0.0591016970574856
-123.8750002,43.5416669,43,-0.0528287813067436
-123.8750002,44.12500021,44,-0.0309724565595388
-123.8750002,44.70833352,45,-0.0205478873103857
-123.8750002,44.79166685,46,-0.0204144045710564
-123.8750002,45.12500017,47,-0.0224804244935513
-123.8750002,45.2083335,48,-0.0236593633890152
-123.8750002,45.29166683,49,-0.0239558536559343
-123.8750002,45.45833349,50,-0.0227839518338442
-123.8750002,45.70833348,51,-0.0188511274755001
-123.8750002,45.79166681,52,-0.0180353969335556
-123.8750002,46.12500013,53,-0.0134366685524583
-123.7916669,42.37500028,54,-0.127389833331108
-123.7916669,43.5416669,55,-0.0735436603426933
-123.7916669,44.70833352,56,-0.034205038100481
-123.7916669,44.79166685,57,-0.0339812189340591
-123.7916669,45.37500016,58,-0.0388765446841717
-123.7916669,45.45833349,59,-0.0378978960216045
-123.7916669,45.54166682,60,-0.0361964777112007
-123.7916669,45.70833348,61,-0.0313481241464615
-123.7916669,45.79166681,62,-0.0299903098493814
-123.7916669,47.12500009,63,-0.0733303055167198
-123.7083336,42.20833362,64,-0.153915837407112
-123.7083336,42.29166695,65,-0.155892223119736
-123.7083336,43.62500023,66,-0.090350866317749
-123.7083336,43.70833356,67,-0.0869975835084915
-123.7083336,44.3750002,68,-0.0538915991783142
-123.7083336,44.62500019,69,-0.0547805391252041
-123.7083336,44.87500018,70,-0.0535424277186394
-123.7083336,45.12500017,71,-0.0549564547836781
-123.7083336,45.45833349,72,-0.0507604405283928
-123.7083336,46.12500013,73,-0.0294297412037849
-123.7083336,46.70833344,74,-0.0626410618424416
-123.7083336,46.8750001,75,-0.0722786411643028
-123.7083336,47.04166676,76,-0.0825178325176239
-123.7083336,47.12500009,77,-0.0902720466256142
-123.6250003,40.95833367,78,-0.108147278428078
-123.6250003,42.12500029,79,-0.137421250343323
-123.6250003,42.20833362,80,-0.15740230679512
-123.6250003,42.29166695,81,-0.167117655277252
-123.6250003,43.37500024,82,-0.119778715074062
-123.6250003,43.62500023,83,-0.109166420996189
-123.6250003,44.3750002,84,-0.0800270140171051
-123.6250003,44.62500019,85,-0.0807279273867607
-123.6250003,44.79166685,86,-0.0777338147163391
-123.6250003,45.04166684,87,-0.0783534571528435
-123.6250003,45.12500017,88,-0.07512416690588
-123.6250003,45.87500014,89,-0.0444578938186169
-123.6250003,46.12500013,90,-0.0347149148583412
-123.6250003,46.37500012,91,-0.039850726723671
-123.6250003,46.95833343,92,-0.0951210483908653
-123.6250003,47.04166676,93,-0.100581362843513
-123.6250003,47.12500009,94,-0.104695029556751
-123.541667,39.12500041,95,-0.0515431948006153
-123.541667,42.12500029,96,-0.133802175521851
-123.541667,42.45833361,97,-0.193987369537354
-123.541667,43.12500025,98,-0.137501239776611
-123.541667,43.20833358,99,-0.145248800516129
-123.541667,43.5416669,100,-0.13291634619236
-123.541667,43.62500023,101,-0.127981975674629
-123.541667,44.20833354,102,-0.104405403137207
-123.541667,44.3750002,103,-0.106162436306477
-123.541667,44.54166686,104,-0.109983116388321
-123.541667,44.62500019,105,-0.106675319373608
-123.541667,44.70833352,106,-0.103367514908314
-123.541667,45.04166684,107,-0.10223837941885
-123.541667,45.12500017,108,-0.0952918827533722
-123.541667,45.87500014,109,-0.0503509156405926
-123.541667,45.95833347,110,-0.0496724136173725
-123.541667,46.12500013,111,-0.0400000885128975
-123.541667,46.37500012,112,-0.0461108945310116
-123.541667,46.95833343,113,-0.113722063601017
-123.541667,47.04166676,114,-0.118644893169403
-123.541667,47.12500009,115,-0.119118012487888
-123.4583337,39.04166708,116,-0.0504738204181194
-123.4583337,39.12500041,117,-0.0805225372314453
-123.4583337,39.62500039,118,-0.0943687856197357
-123.4583337,39.70833372,119,-0.101509183645248
-123.4583337,42.37500028,120,-0.205469578504562
-123.4583337,42.45833361,121,-0.220249071717262
-123.4583337,42.7083336,122,-0.162343740463257
-123.4583337,42.87500026,123,-0.148741900920868
