"x","y","GID","Labor_unskilled_Agriculture_3C"
-124.4583333,42.79166693,1,0
-124.4583333,42.87500026,2,0
-124.375,42.45833361,3,-0.0008280846523121
-124.375,42.95833359,4,-0.0191174037754536
-124.375,43.04166692,5,-0.0187466591596603
-124.375,43.12500025,6,-0.0121703185141087
-124.375,43.20833358,7,-0.00559397833421826
-124.375,47.95833339,8,-0.0165581274777651
-124.2916667,40.54166702,9,-0.0083598867058754
-124.2916667,43.12500025,10,-0.0121703185141087
-124.2916667,43.20833358,11,-0.00559397833421826
-124.2083334,40.54166702,12,-0.0167149044573307
-124.2083334,40.62500035,13,-0.0106264753267169
-124.2083334,42.04166696,14,-0.0229868832975626
-124.2083334,42.12500029,15,-0.0212737862020731
-124.2083334,43.12500025,16,-0.0189486481249332
-124.2083334,43.29166691,17,-0.0103656062856317
-124.2083334,43.45833357,18,-0.00728105055168271
-124.1250001,40.54166702,19,-0.0334249585866928
-124.1250001,40.87500034,20,-0.00243152142502367
-124.1250001,42.12500029,21,-0.0489592701196671
-124.1250001,42.20833362,22,-0.052078690379858
-124.1250001,42.95833359,23,-0.0358863994479179
-124.1250001,43.04166692,24,-0.0349764712154865
-124.1250001,43.12500025,25,-0.0325053259730339
-124.1250001,43.20833358,26,-0.0300341807305813
-124.1250001,43.29166691,27,-0.0268179178237915
-124.1250001,43.37500024,28,-0.0228565428406
-124.1250001,43.45833357,29,-0.0188951697200537
-124.0416668,40.54166702,30,-0.0501350164413452
-124.0416668,43.12500025,31,-0.0460620000958443
-124.0416668,43.20833358,32,-0.0463276542723179
-124.0416668,43.37500024,33,-0.0368897579610348
-123.9583335,40.37500036,34,-0.0850574746727943
-123.9583335,40.45833369,35,-0.079786628484726
-123.9583335,43.79166689,36,-0.0338599383831024
-123.9583335,44.70833352,37,-0.00767104094848037
-123.9583335,44.79166685,38,-0.00746563728898764
-123.9583335,44.87500018,39,-0.00740855513140559
-123.9583335,47.20833342,40,-0.0373795628547668
-123.8750002,40.37500036,41,-0.104789592325687
-123.8750002,43.12500025,42,-0.0751667022705078
-123.8750002,43.5416669,43,-0.0675989612936974
-123.8750002,44.12500021,44,-0.0386173613369465
-123.8750002,44.70833352,45,-0.0224369559437037
-123.8750002,44.79166685,46,-0.0218019410967827
-123.8750002,45.12500017,47,-0.022742597386241
-123.8750002,45.2083335,48,-0.0237003341317177
-123.8750002,45.29166683,49,-0.0237651504576206
-123.8750002,45.45833349,50,-0.0221089497208595
-123.8750002,45.70833348,51,-0.0179152954369783
-123.8750002,45.79166681,52,-0.0170901957899332
-123.8750002,46.12500013,53,-0.0131562631577253
-123.7916669,42.37500028,54,-0.143135651946068
-123.7916669,43.5416669,55,-0.0920689031481743
-123.7916669,44.70833352,56,-0.0372028686106205
-123.7916669,44.79166685,57,-0.0361382439732552
-123.7916669,45.37500016,58,-0.0379527620971203
-123.7916669,45.45833349,59,-0.0365659072995186
-123.7916669,45.54166682,60,-0.0346253775060177
-123.7916669,45.70833348,61,-0.0296369716525078
-123.7916669,45.79166681,62,-0.0282790437340736
-123.7916669,47.12500009,63,-0.0615416802465916
-123.7083336,42.20833362,64,-0.171506866812706
-123.7083336,42.29166695,65,-0.174052953720093
-123.7083336,43.62500023,66,-0.111676335334778
-123.7083336,43.70833356,67,-0.107625432312489
-123.7083336,44.3750002,68,-0.062624029815197
-123.7083336,44.62500019,69,-0.0600275583565235
-123.7083336,44.87500018,70,-0.0553589463233948
-123.7083336,45.12500017,71,-0.0547060072422028
-123.7083336,45.45833349,72,-0.0483135543763638
-123.7083336,46.12500013,73,-0.0281481891870499
-123.7083336,46.70833344,74,-0.0497162602841854
-123.7083336,46.8750001,75,-0.0563135035336018
-123.7083336,47.04166676,76,-0.0653259605169296
-123.7083336,47.12500009,77,-0.0741056054830551
-123.6250003,40.95833367,78,-0.134401619434357
-123.6250003,42.12500029,79,-0.153828397393227
-123.6250003,42.20833362,80,-0.175926700234413
-123.6250003,42.29166695,81,-0.187425166368484
-123.6250003,43.37500024,82,-0.148268595337868
-123.6250003,43.62500023,83,-0.133375987410545
-123.6250003,44.3750002,84,-0.0901904925704002
-123.6250003,44.62500019,85,-0.0866140127182007
-123.6250003,44.79166685,86,-0.080431766808033
-123.6250003,45.04166684,87,-0.078002005815506
-123.6250003,45.12500017,88,-0.0738774910569191
-123.6250003,45.87500014,89,-0.0406335033476353
-123.6250003,46.12500013,90,-0.032287061214447
-123.6250003,46.37500012,91,-0.0349422208964825
-123.6250003,46.95833343,92,-0.0733862146735191
-123.6250003,47.04166676,93,-0.0785229131579399
-123.6250003,47.12500009,94,-0.083744004368782
-123.541667,39.12500041,95,-0.0658891499042511
-123.541667,42.12500029,96,-0.149761199951172
-123.541667,42.45833361,97,-0.221430450677872
-123.541667,43.12500025,98,-0.171700328588486
-123.541667,43.20833358,99,-0.181751579046249
-123.541667,43.5416669,100,-0.161420628428459
-123.541667,43.62500023,101,-0.155075639486313
-123.541667,44.20833354,102,-0.119024589657784
-123.541667,44.3750002,103,-0.117756962776184
-123.541667,44.54166686,104,-0.118555620312691
-123.541667,44.62500019,105,-0.113200470805168
-123.541667,44.70833352,106,-0.107845328748226
-123.541667,45.04166684,107,-0.101185262203217
-123.541667,45.12500017,108,-0.093048982322216
-123.541667,45.87500014,109,-0.045315720140934
-123.541667,45.95833347,110,-0.0451249405741692
-123.541667,46.12500013,111,-0.0364259332418442
-123.541667,46.37500012,112,-0.0396036989986897
-123.541667,46.95833343,113,-0.0873771756887436
-123.541667,47.04166676,114,-0.0917198583483696
-123.541667,47.12500009,115,-0.0933823958039284
-123.4583337,39.04166708,116,-0.0628916174173355
-123.4583337,39.12500041,117,-0.0983133092522621
-123.4583337,39.62500039,118,-0.11129093170166
-123.4583337,39.70833372,119,-0.117466561496258
-123.4583337,42.37500028,120,-0.234294161200523
-123.4583337,42.45833361,121,-0.252750128507614
-123.4583337,42.7083336,122,-0.192680165171623
-123.4583337,42.87500026,123,-0.182049170136452
