"x","y","GID","Labor_unskilled_Agriculture_3C"
-124.4583333,42.79166693,1,0
-124.4583333,42.87500026,2,0
-124.375,42.45833361,3,-0.00039767479756847
-124.375,42.95833359,4,-0.0130035858601332
-124.375,43.04166692,5,-0.0126815773546696
-124.375,43.12500025,6,-0.00803232379257679
-124.375,43.20833358,7,-0.00338307046331465
-124.375,47.95833339,8,-0.0122229559347034
-124.2916667,40.54166702,9,-0.00476471520960331
-124.2916667,43.12500025,10,-0.00803232379257679
-124.2916667,43.20833358,11,-0.00338307046331465
-124.2083334,40.54166702,12,-0.0113160153850913
-124.2083334,40.62500035,13,-0.00708117289468646
-124.2083334,42.04166696,14,-0.0177184231579304
-124.2083334,42.12500029,15,-0.0166586972773075
-124.2083334,43.12500025,16,-0.0127749908715487
-124.2083334,43.29166691,17,-0.00663130404427648
-124.2083334,43.45833357,18,-0.00455820793285966
-124.1250001,40.54166702,19,-0.0244186315685511
-124.1250001,40.87500034,20,-0.00145873927976936
-124.1250001,42.12500029,21,-0.0397343710064888
-124.1250001,42.20833362,22,-0.0426010861992836
-124.1250001,42.95833359,23,-0.0252387952059507
-124.1250001,43.04166692,24,-0.0242126677185297
-124.1250001,43.12500025,25,-0.0222603362053633
-124.1250001,43.20833358,26,-0.0203080046921968
-124.1250001,43.29166691,27,-0.0179487261921167
-124.1250001,43.37500024,28,-0.0151825062930584
-124.1250001,43.45833357,29,-0.0124162873253226
-124.0416668,40.54166702,30,-0.0375212505459785
-124.0416668,43.12500025,31,-0.0317456796765327
-124.0416668,43.20833358,32,-0.0315912961959839
-124.0416668,43.37500024,33,-0.0247702561318874
-123.9583335,40.37500036,34,-0.068021297454834
-123.9583335,40.45833369,35,-0.0631063282489777
-123.9583335,43.79166689,36,-0.0226335432380438
-123.9583335,44.70833352,37,-0.00573460618034005
-123.9583335,44.79166685,38,-0.00570345111191273
-123.9583335,44.87500018,39,-0.00576383946463466
-123.9583335,47.20833342,40,-0.0295746568590403
-123.8750002,40.37500036,41,-0.0886698886752129
-123.8750002,43.12500025,42,-0.0532046966254711
-123.8750002,43.5416669,43,-0.0468841269612312
-123.8750002,44.12500021,44,-0.0269181672483683
-123.8750002,44.70833352,45,-0.0170506909489632
-123.8750002,44.79166685,46,-0.0169132016599178
-123.8750002,45.12500017,47,-0.0185802206397057
-123.8750002,45.2083335,48,-0.0195103324949741
-123.8750002,45.29166683,49,-0.0197220500558615
-123.8750002,45.45833349,50,-0.0187087059020996
-123.8750002,45.70833348,51,-0.0153671950101852
-123.8750002,45.79166681,52,-0.0147287901490927
-123.8750002,46.12500013,53,-0.0112603697925806
-123.7916669,42.37500028,54,-0.122415155172348
-123.7916669,43.5416669,55,-0.0645635277032852
-123.7916669,44.70833352,56,-0.0283667743206024
-123.7916669,44.79166685,57,-0.0281229522079229
-123.7916669,45.37500016,58,-0.0319037139415741
-123.7916669,45.45833349,59,-0.0310713201761246
-123.7916669,45.54166682,60,-0.0296305418014526
-123.7916669,45.70833348,61,-0.0255322121083736
-123.7916669,45.79166681,62,-0.0244713071733713
-123.7916669,47.12500009,63,-0.0535643249750137
-123.7083336,42.20833362,64,-0.150038927793503
-123.7083336,42.29166695,65,-0.151111960411072
-123.7083336,43.62500023,66,-0.0785533115267754
-123.7083336,43.70833356,67,-0.0756415650248528
-123.7083336,44.3750002,68,-0.0449688248336315
-123.7083336,44.62500019,69,-0.0451736897230148
-123.7083336,44.87500018,70,-0.0437833182513714
-123.7083336,45.12500017,71,-0.0447981953620911
-123.7083336,45.45833349,72,-0.0412006340920925
-123.7083336,46.12500013,73,-0.0244095847010612
-123.7083336,46.70833344,74,-0.0479581616818905
-123.7083336,46.8750001,75,-0.0543058328330517
-123.7083336,47.04166676,76,-0.0607987195253372
-123.7083336,47.12500009,77,-0.0656988397240639
-123.6250003,40.95833367,78,-0.121244825422764
-123.6250003,42.12500029,79,-0.133903041481972
-123.6250003,42.20833362,80,-0.152440622448921
-123.6250003,42.29166695,81,-0.160923913121223
-123.6250003,43.37500024,82,-0.104433886706829
-123.6250003,43.62500023,83,-0.0938810482621193
-123.6250003,44.3750002,84,-0.0659001693129539
-123.6250003,44.62500019,85,-0.0659209862351418
-123.6250003,44.79166685,86,-0.0629040598869324
-123.6250003,45.04166684,87,-0.0631399229168892
-123.6250003,45.12500017,88,-0.0604728534817696
-123.6250003,45.87500014,89,-0.0357753373682499
-123.6250003,46.12500013,90,-0.0283787790685892
-123.6250003,46.37500012,91,-0.0317677296698093
-123.6250003,46.95833343,92,-0.070489726960659
-123.6250003,47.04166676,93,-0.0737449377775192
-123.6250003,47.12500009,94,-0.0758188590407372
-123.541667,39.12500041,95,-0.0533419623970985
-123.541667,42.12500029,96,-0.129462689161301
-123.541667,42.45833361,97,-0.183551087975502
-123.541667,43.12500025,98,-0.121975675225258
-123.541667,43.20833358,99,-0.128103017807007
-123.541667,43.5416669,100,-0.113712392747402
-123.541667,43.62500023,101,-0.109208784997463
-123.541667,44.20833354,102,-0.0856612026691437
-123.541667,44.3750002,103,-0.0868315175175667
-123.541667,44.54166686,104,-0.0898523405194283
-123.541667,44.62500019,105,-0.0866682827472687
-123.541667,44.70833352,106,-0.0834842175245285
-123.541667,45.04166684,107,-0.0818281322717667
-123.541667,45.12500017,108,-0.0761475116014481
-123.541667,45.87500014,109,-0.0401226431131363
-123.541667,45.95833347,110,-0.0399094708263874
-123.541667,46.12500013,111,-0.0323479734361172
-123.541667,46.37500012,112,-0.0365379974246025
-123.541667,46.95833343,113,-0.0839784070849419
-123.541667,47.04166676,114,-0.0866911560297012
-123.541667,47.12500009,115,-0.0859388783574104
-123.4583337,39.04166708,116,-0.0508484803140163
-123.4583337,39.12500041,117,-0.0811438709497452
-123.4583337,39.62500039,118,-0.0986455902457237
-123.4583337,39.70833372,119,-0.106036104261875
-123.4583337,42.37500028,120,-0.194774568080902
-123.4583337,42.45833361,121,-0.20794714987278
-123.4583337,42.7083336,122,-0.149653315544128
-123.4583337,42.87500026,123,-0.134817108511925
