"x","y","GID","Labor_unskilled_Agriculture_3C"
-124.4583333,42.79166693,1,0
-124.4583333,42.87500026,2,0
-124.375,42.45833361,3,-0.000998795381747186
-124.375,42.95833359,4,-0.0175158753991127
-124.375,43.04166692,5,-0.0170542802661657
-124.375,43.12500025,6,-0.0108907865360379
-124.375,43.20833358,7,-0.00472729187458754
-124.375,47.95833339,8,-0.00741041917353868
-124.2916667,40.54166702,9,-0.0052093667909503
-124.2916667,43.12500025,10,-0.0108907865360379
-124.2916667,43.20833358,11,-0.00472729187458754
-124.2083334,40.54166702,12,-0.0121193397790194
-124.2083334,40.62500035,13,-0.0075686895288527
-124.2083334,42.04166696,14,-0.0175485629588366
-124.2083334,42.12500029,15,-0.0174281187355518
-124.2083334,43.12500025,16,-0.0162452161312103
-124.2083334,43.29166691,17,-0.00771365128457546
-124.2083334,43.45833357,18,-0.00472260639071465
-124.1250001,40.54166702,19,-0.0259393025189638
-124.1250001,40.87500034,20,-0.00123376317787915
-124.1250001,42.12500029,21,-0.0416605062782764
-124.1250001,42.20833362,22,-0.0469145812094212
-124.1250001,42.95833359,23,-0.0319063439965248
-124.1250001,43.04166692,24,-0.0301947258412838
-124.1250001,43.12500025,25,-0.0269540883600712
-124.1250001,43.20833358,26,-0.0237134508788586
-124.1250001,43.29166691,27,-0.0201748535037041
-124.1250001,43.37500024,28,-0.016338299959898
-124.1250001,43.45833357,29,-0.0125017473474145
-124.0416668,40.54166702,30,-0.0397592671215534
-124.0416668,43.12500025,31,-0.037662960588932
-124.0416668,43.20833358,32,-0.0363708958029747
-124.0416668,43.37500024,33,-0.0264584720134735
-123.9583335,40.37500036,34,-0.0717847868800163
-123.9583335,40.45833369,35,-0.0666942447423935
-123.9583335,43.79166689,36,-0.0184561870992184
-123.9583335,44.70833352,37,-0.00560567807406187
-123.9583335,44.79166685,38,-0.00553036713972688
-123.9583335,44.87500018,39,-0.00552303250879049
-123.9583335,47.20833342,40,-0.0237563569098711
-123.8750002,40.37500036,41,-0.0927799269556999
-123.8750002,43.12500025,42,-0.0596291348338127
-123.8750002,43.5416669,43,-0.0442268252372742
-123.8750002,44.12500021,44,-0.023134957998991
-123.8750002,44.70833352,45,-0.0166732668876648
-123.8750002,44.79166685,46,-0.0164447855204344
-123.8750002,45.12500017,47,-0.0175567362457514
-123.8750002,45.2083335,48,-0.0183546133339405
-123.8750002,45.29166683,49,-0.0183575209230185
-123.8750002,45.45833349,50,-0.0167734064161777
-123.8750002,45.70833348,51,-0.0130359483882785
-123.8750002,45.79166681,52,-0.012277034111321
-123.8750002,46.12500013,53,-0.00893589854240417
-123.7916669,42.37500028,54,-0.135623142123222
-123.7916669,43.5416669,55,-0.0610593445599079
-123.7916669,44.70833352,56,-0.0277408566325903
-123.7916669,44.79166685,57,-0.0273592043668032
-123.7916669,45.37500016,58,-0.0292008314281702
-123.7916669,45.45833349,59,-0.0278871096670628
-123.7916669,45.54166682,60,-0.0261151399463415
-123.7916669,45.70833348,61,-0.0216547157615423
-123.7916669,45.79166681,62,-0.0203940607607365
-123.7916669,47.12500009,63,-0.0452773831784725
-123.7083336,42.20833362,64,-0.153614446520805
-123.7083336,42.29166695,65,-0.159472733736038
-123.7083336,43.62500023,66,-0.0717042535543442
-123.7083336,43.70833356,67,-0.0663898289203644
-123.7083336,44.3750002,68,-0.0427675470709801
-123.7083336,44.62500019,69,-0.0443291999399662
-123.7083336,44.87500018,70,-0.0423830971121788
-123.7083336,45.12500017,71,-0.0424329191446304
-123.7083336,45.45833349,72,-0.0369513519108295
-123.7083336,46.12500013,73,-0.0191861614584923
-123.7083336,46.70833344,74,-0.0381712913513184
-123.7083336,46.8750001,75,-0.0438963398337364
-123.7083336,47.04166676,76,-0.0505404062569141
-123.7083336,47.12500009,77,-0.056125421077013
-123.6250003,40.95833367,78,-0.109442807734013
-123.6250003,42.12500029,79,-0.132182866334915
-123.6250003,42.20833362,80,-0.15539924800396
-123.6250003,42.29166695,81,-0.168713614344597
-123.6250003,43.37500024,82,-0.104651913046837
-123.6250003,43.62500023,83,-0.0859360992908478
-123.6250003,44.3750002,84,-0.0630771219730377
-123.6250003,44.62500019,85,-0.0647531151771545
-123.6250003,44.79166685,86,-0.0614574402570724
-123.6250003,45.04166684,87,-0.0604118593037128
-123.6250003,45.12500017,88,-0.0572866648435593
-123.6250003,45.87500014,89,-0.0290896855294704
-123.6250003,46.12500013,90,-0.0218998100608587
-123.6250003,46.37500012,91,-0.0245169848203659
-123.6250003,46.95833343,92,-0.0584457255899906
-123.6250003,47.04166676,93,-0.0620594583451748
-123.6250003,47.12500009,94,-0.065021812915802
-123.541667,39.12500041,95,-0.0479831956326962
-123.541667,42.12500029,96,-0.127396866679192
-123.541667,42.45833361,97,-0.201462164521217
-123.541667,43.12500025,98,-0.128471329808235
-123.541667,43.20833358,99,-0.133419543504715
-123.541667,43.5416669,100,-0.107190936803818
-123.541667,43.62500023,101,-0.100167937576771
-123.541667,44.20833354,102,-0.0790659710764885
-123.541667,44.3750002,103,-0.0833866968750954
-123.541667,44.54166686,104,-0.088392049074173
-123.541667,44.62500019,105,-0.0851770341396332
-123.541667,44.70833352,106,-0.0819620117545128
-123.541667,45.04166684,107,-0.0784043222665787
-123.541667,45.12500017,108,-0.0721404179930687
-123.541667,45.87500014,109,-0.0324117690324783
-123.541667,45.95833347,110,-0.0315805003046989
-123.541667,46.12500013,111,-0.02461345680058
-123.541667,46.37500012,112,-0.0279973819851875
-123.541667,46.95833343,113,-0.0704274028539658
-123.541667,47.04166676,114,-0.0735785141587257
-123.541667,47.12500009,115,-0.0739182084798813
-123.4583337,39.04166708,116,-0.0483952090144157
-123.4583337,39.12500041,117,-0.0757814571261406
-123.4583337,39.62500039,118,-0.0871672332286835
-123.4583337,39.70833372,119,-0.0931528955698013
-123.4583337,42.37500028,120,-0.206076875329018
-123.4583337,42.45833361,121,-0.224624633789062
-123.4583337,42.7083336,122,-0.160629943013191
-123.4583337,42.87500026,123,-0.143293872475624
